Constituency_No,Constituency_Name,Constituency_Type,Total_Electors,Candidate_S_No,Candidate_Name,Gender,Age,Category,Party,Symbol,General_Votes,Postal_Votes,Total_Votes,Percentage_of_Valid_Votes,Percentage_of_Total_Electors,Turnout_General,Turnout_Postal,Turnout_Total,Turnout_Percentage
48,AMBEDKAR NAGAR,SC,162952,7,DARSAN SINGH,MALE,63,SC,ASPKR,Kettle,255,6,261,0.27,0.16,96790,399,97189,59.64
48,AMBEDKAR NAGAR,SC,162952,8,ASHOK KUMAR,MALE,64,SC,IND,Auto-rickshaw,101,1,102,0.1,0.06,96790,399,97189,59.64
48,AMBEDKAR NAGAR,SC,162952,9,RAJIV KUMAR,MALE,39,SC,BhaRP,Diamond,85,0,85,0.09,0.05,96790,399,97189,59.64
48,AMBEDKAR NAGAR,SC,162952,10,GULSHAN BHARTI,MALE,32,SC,RTORP,Pressure cooker,32,0,32,0.03,0.02,96790,399,97189,59.64
49,SANGAM VIHAR,GENERAL,205647,1,CHANDAN KUMAR CHOUDHARY,MALE,44,GENERAL,BJP,Lotus,53980,69,54049,42.99,26.28,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,2,DINESH MOHANIYA,MALE,47,GENERAL,AAAP,Broom,53658,47,53705,42.72,26.12,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,3,HARSH CHOUDHARY,MALE,45,GENERAL,INC,Hand,15840,23,15863,12.62,7.71,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,4,MOHD ZAKIULLAH,MALE,52,GENERAL,BSP,Elephant,795,1,796,0.63,0.39,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,5,NOTA,,,NOTA,NOTA,534,3,537,0.43,0.26,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,6,JAGDISH KUMAR VERMA,MALE,51,GENERAL,IND,Battery Torch,195,0,195,0.16,0.09,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,7,SUDHIR NEGI,MALE,49,GENERAL,MTRBHMSWP,Laptop,143,0,143,0.11,0.07,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,8,MAHENDER KUMAR,MALE,35,GENERAL,IND,Bat,136,0,136,0.11,0.07,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,9,SIRAJUDDIN,MALE,57,GENERAL,ASPKR,Kettle,83,0,83,0.07,0.04,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,10,QAMAR ALI,MALE,44,GENERAL,NCP,Clock,78,0,78,0.06,0.04,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,11,RAVINDER SINGH,MALE,26,GENERAL,rpsn,Gas cylinder,68,0,68,0.05,0.03,125571,143,125714,61.13
49,SANGAM VIHAR,GENERAL,205647,12,SATPAL,MALE,53,GENERAL,IND,Belt,61,0,61,0.05,0.03,125571,143,125714,61.13
50,GREATER KAILASH,GENERAL,188445,1,SHIKHA ROY,FEMALE,60,GENERAL,BJP,Lotus,49370,224,49594,47.74,26.32,103446,438,103884,55.13
50,GREATER KAILASH,GENERAL,188445,2,SAURABH BHARADWAJ,MALE,45,GENERAL,AAAP,Broom,46231,175,46406,44.67,24.63,103446,438,103884,55.13
50,GREATER KAILASH,GENERAL,188445,3,GARVIT SINGHVI,MALE,37,GENERAL,INC,Hand,6677,34,6711,6.46,3.56,103446,438,103884,55.13
50,GREATER KAILASH,GENERAL,188445,4,NOTA,,,NOTA,NOTA,666,5,671,0.65,0.36,103446,438,103884,55.13
50,GREATER KAILASH,GENERAL,188445,5,NIYATI CHOUDHARY,FEMALE,34,GENERAL,BSP,Elephant,235,0,235,0.23,0.12,103446,438,103884,55.13
50,GREATER KAILASH,GENERAL,188445,6,SATISH KUMAR GULLIYA,MALE,46,GENERAL,BhaRP,Diamond,171,0,171,0.16,0.09,103446,438,103884,55.13
50,GREATER KAILASH,GENERAL,188445,7,RAMESH JAGANNATH SHAH,MALE,77,GENERAL,DJP,Whistle,96,0,96,0.09,0.05,103446,438,103884,55.13
51,KALKAJI,GENERAL,195339,1,ATISHI,FEMALE,43,GENERAL,AAAP,Broom,52058,96,52154,48.8,26.7,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,2,RAMESH BIDHURI,MALE,61,GENERAL,BJP,Lotus,48478,155,48633,45.5,24.9,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,3,ALKA LAMBA,FEMALE,49,GENERAL,INC,Hand,4367,25,4392,4.11,2.25,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,4,NOTA,,,NOTA,NOTA,556,0,556,0.52,0.28,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,5,PRITAM SINGH,MALE,40,SC,BSP,Elephant,421,0,421,0.39,0.22,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,6,TANYA SINGH,FEMALE,45,GENERAL,BhaRP,Diamond,193,0,193,0.18,0.1,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,7,DEEPAK KAPILA,MALE,61,GENERAL,AAS,Battery Torch,173,1,174,0.16,0.09,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,8,SANJAY,MALE,45,GENERAL,IND,Pressure cooker,89,0,89,0.08,0.05,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,9,RAJAN SINGH,THIRD,27,GENERAL,AJPI,Bat,84,1,85,0.08,0.04,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,10,PARVEEN CHOUDHRY,FEMALE,46,GENERAL,IND,Safety pin,58,0,58,0.05,0.03,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,11,RAVI,MALE,36,GENERAL,IND,Cube,39,0,39,0.04,0.02,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,12,IQBAL AHMED SIDDIQUI,MALE,49,GENERAL,IND,Room cooler,31,0,31,0.03,0.02,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,13,SANGH MITRA,FEMALE,39,GENERAL,BHMS,Gas cylinder,28,0,28,0.03,0.01,106598,278,106876,54.71
51,KALKAJI,GENERAL,195339,14,RAJESH KUMAR,MALE,42,SC,VJSP,Auto-rickshaw,23,0,23,0.02,0.01,106598,278,106876,54.71
52,TUGHLAKABAD,GENERAL,204867,1,SAHI RAM,MALE,65,GENERAL,AAAP,Broom,62073,82,62155,54.08,30.34,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,2,ROHTASH KUMAR,MALE,57,GENERAL,BJP,Lotus,47362,82,47444,41.28,23.16,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,3,VIRENDER SINGH,MALE,56,GENERAL,INC,Hand,2303,10,2313,2.01,1.13,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,4,AMJAD HASAN,MALE,54,GENERAL,BSP,Elephant,1604,2,1606,1.4,0.78,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,5,NOTA,,,NOTA,NOTA,534,2,536,0.47,0.26,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,6,PARVEEN CHAUHAN,MALE,35,GENERAL,SAP,Battery Torch,323,0,323,0.28,0.16,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,7,NARESH KUMAR,MALE,42,GENERAL,RTORP,Pressure cooker,199,0,199,0.17,0.1,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,8,REKHA SINGH,FEMALE,55,GENERAL,IND,CCTV Camera,143,0,143,0.12,0.07,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,9,KHURSHEED ABBAS ZAIDI,MALE,62,GENERAL,RBCP,Bucket,133,0,133,0.12,0.06,114760,178,114938,56.1
52,TUGHLAKABAD,GENERAL,204867,10,CHAMAN LAL,MALE,70,SC,PPID,"Basket containing Fruits",86,0,86,0.07,0.04,114760,178,114938,56.1
53,BADARPUR,GENERAL,364900,1,RAM SINGH NETAJI,MALE,69,GENERAL,AAAP,Broom,112809,182,112991,54.3,30.96,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,2,NARAYAN DUTT SHARMA,MALE,52,GENERAL,BJP,Lotus,86865,238,87103,41.86,23.87,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,3,ARJUN SINGH BHADANA,MALE,37,GENERAL,INC,Hand,3135,10,3145,1.51,0.86,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,4,PARDEEP,MALE,35,SC,BSP,Elephant,1955,10,1965,0.94,0.54,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,5,NOTA,,,NOTA,NOTA,908,7,915,0.44,0.25,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,6,RAHUL RAI,MALE,35,GENERAL,SAP,Battery Torch,466,0,466,0.22,0.13,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,7,JAGDISH CHAND,MALE,83,GENERAL,CPI(M),"Hammer, Sickle and Star",363,4,367,0.18,0.1,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,8,IMRAN SAIFI,MALE,41,GENERAL,NCP,Clock,322,0,322,0.15,0.09,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,9,DEEPAK RAWAT,MALE,37,GENERAL,IND,Flute,219,0,219,0.11,0.06,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,10,HARI RAM,MALE,53,SC,RBCP,Apple,185,0,185,0.09,0.05,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,11,OM PRAKASH GUPTA,MALE,72,GENERAL,IND,Bat,176,0,176,0.08,0.05,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,12,RAM BAHADUR,MALE,60,GENERAL,ABMVP,Helmet,133,1,134,0.06,0.04,207643,452,208095,57.03
53,BADARPUR,GENERAL,364900,13,BRIJPAL,MALE,46,SC,BSKRP,Auto-rickshaw,107,0,107,0.05,0.03,207643,452,208095,57.03
54,OKHLA,GENERAL,380354,1,AMANATULLAH KHAN,MALE,51,GENERAL,AAAP,Broom,88751,192,88943,42.45,23.38,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,2,MANISH CHAUDHARY,MALE,37,GENERAL,BJP,Lotus,65157,147,65304,31.17,17.17,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,3,SHIFA UR REHMAN KHAN,MALE,48,GENERAL,AIMIM,Kite,39498,60,39558,18.88,10.4,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,4,ARIBA KHAN,FEMALE,31,GENERAL,INC,Hand,12638,101,12739,6.08,3.35,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,5,SATISH KUMAR,MALE,38,GENERAL,BSP,Elephant,755,1,756,0.36,0.2,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,6,NOTA,,,NOTA,NOTA,600,4,604,0.29,0.16,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,7,SHER MOHAMMAD,MALE,48,GENERAL,AZSP,Kettle,287,3,290,0.14,0.08,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,8,SHEIKH ARSALAN ULLAH CHISHTI,MALE,27,GENERAL,IND,Tongs,270,0,270,0.13,0.07,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,9,MD INJAMAMUL HASSAN,MALE,30,GENERAL,CPI,"Ears of corn and sickle",259,0,259,0.12,0.07,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,10,RIZWANA KHATOON,FEMALE,37,GENERAL,SUCI,Battery Torch,221,0,221,0.11,0.06,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,11,HAMMAD KHAN,MALE,36,GENERAL,IND,Crane,180,0,180,0.09,0.05,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,12,FIRDOS ALAM,MALE,30,GENERAL,BHAIP,Nail cutter,148,0,148,0.07,0.04,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,13,KANEEZ FATIMA,FEMALE,49,GENERAL,AHNP,Envelope,126,0,126,0.06,0.03,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,14,MOHD ISLAM,MALE,68,GENERAL,RTORP,Pressure cooker,83,0,83,0.04,0.02,209014,508,209522,55.09
54,OKHLA,GENERAL,380354,15,JAMALUDDIN,MALE,61,GENERAL,BLNDBHRTP,Gas cylinder,41,0,41,0.02,0.01,209014,508,209522,55.09
55,TRILOKPURI,SC,192949,1,RAVI KANT,MALE,32,SC,BJP,Lotus,58029,188,58217,46.1,30.17,125906,377,126283,65.45
55,TRILOKPURI,SC,192949,2,ANJANA PARCHA,FEMALE,45,SC,AAAP,Broom,57692,133,57825,45.79,29.97,125906,377,126283,65.45
55,TRILOKPURI,SC,192949,3,AMARDEEP,MALE,35,SC,INC,Hand,6115,32,6147,4.87,3.19,125906,377,126283,65.45
55,TRILOKPURI,SC,192949,4,VICKY,MALE,41,SC,ASPKR,Kettle,1677,4,1681,1.33,0.87,125906,377,126283,65.45
55,TRILOKPURI,SC,192949,5,NAND LAL,MALE,59,SC,BSP,Elephant,1309,13,1322,1.05,0.69,125906,377,126283,65.45
55,TRILOKPURI,SC,192949,6,NOTA,,,NOTA,NOTA,679,4,683,0.54,0.35,125906,377,126283,65.45
55,TRILOKPURI,SC,192949,7,NAVEEN RAM,MALE,52,SC,IND,Battery Torch,272,0,272,0.22,0.14,125906,377,126283,65.45
55,TRILOKPURI,SC,192949,8,SARITA SINGH,FEMALE,37,SC,ABHSLP,Triangle,133,3,136,0.11,0.07,125906,377,126283,65.45
56,KONDLI,SC,203721,1,KULDEEP KUMAR (MONU),MALE,35,SC,AAAP,Broom,61609,183,61792,48,30.33,128164,566,128730,63.19
56,KONDLI,SC,203721,2,PRIYANKA GAUTAM,FEMALE,39,SC,BJP,Lotus,55243,256,55499,43.11,27.24,128164,566,128730,63.19
56,KONDLI,SC,203721,3,AKSHAY KUMAR,MALE,37,SC,INC,Hand,7173,57,7230,5.62,3.55,128164,566,128730,63.19
56,KONDLI,SC,203721,4,MUKESH KUMAR,MALE,48,SC,BSP,Elephant,2388,50,2438,1.89,1.2,128164,566,128730,63.19
56,KONDLI,SC,203721,5,NOTA,,,NOTA,NOTA,771,5,776,0.6,0.38,128164,566,128730,63.19
56,KONDLI,SC,203721,6,SUNNY KUMAR,MALE,34,SC,ASPKR,Kettle,411,7,418,0.32,0.21,128164,566,128730,63.19
56,KONDLI,SC,203721,7,ASHA KAMBLE,FEMALE,51,SC,RPPRINAT,Coconut farm,188,0,188,0.15,0.09,128164,566,128730,63.19
56,KONDLI,SC,203721,8,SURENDER SINGH,MALE,55,SC,SBNP,Gas cylinder,166,1,167,0.13,0.08,128164,566,128730,63.19
56,KONDLI,SC,203721,9,NIKHIL KUMAR PIPAL,MALE,32,SC,RTORP,Pressure cooker,121,1,122,0.09,0.06,128164,566,128730,63.19
56,KONDLI,SC,203721,10,AMARJEET PRASAD,MALE,40,SC,CPI(ML)(L),Flag with three stars,94,6,100,0.08,0.05,128164,566,128730,63.19
57,PATPARGANJ,GENERAL,227373,1,RAVINDER SINGH NEGI (RAVI NEGI),MALE,48,GENERAL,BJP,Lotus,73696,364,74060,53.41,32.57,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,2,AVADH OJHA,MALE,49,GENERAL,AAAP,Broom,45856,132,45988,33.17,20.23,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,3,ANIL KUMAR,MALE,48,GENERAL,INC,Hand,16454,95,16549,11.94,7.28,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,4,OM SHANKAR PANDEY,MALE,47,GENERAL,BSP,Elephant,747,9,756,0.55,0.33,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,5,NOTA,,,NOTA,NOTA,688,4,692,0.5,0.3,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,6,PRAKASH CHANDRA JOSHI,MALE,50,GENERAL,BRJ,Battery Torch,187,1,188,0.14,0.08,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,7,GOPAL PRASAD,MALE,52,GENERAL,DJP,Whistle,137,0,137,0.1,0.06,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,8,DIBLU SINGH,MALE,60,GENERAL,IND,Walking stick,114,3,117,0.08,0.05,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,9,JAGDISH OJHA,MALE,54,GENERAL,IND,Brush,108,0,108,0.08,0.05,138042,610,138652,60.98
57,PATPARGANJ,GENERAL,227373,10,DEEPA DEVI,FEMALE,35,GENERAL,AHNP,Envelope,55,2,57,0.04,0.03,138042,610,138652,60.98
58,LAXMI NAGAR,GENERAL,206920,1,ABHAY VERMA,MALE,52,GENERAL,BJP,Lotus,65560,298,65858,52.11,31.83,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,2,B B TYAGI,MALE,66,GENERAL,AAAP,Broom,54148,168,54316,42.98,26.25,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,3,SUMIT SHARMA,MALE,49,GENERAL,INC,Hand,4277,39,4316,3.42,2.09,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,4,NOTA,,,NOTA,NOTA,680,6,686,0.54,0.33,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,5,MOHD WAQAR CHOUDHARY,MALE,42,GENERAL,BSP,Elephant,382,6,388,0.31,0.19,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,6,GANDHI GAUTAM,MALE,56,SC,ASPKR,Kettle,172,1,173,0.14,0.08,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,7,VIKAS,MALE,34,GENERAL,APSSHP,Battery Torch,133,2,135,0.11,0.07,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,8,DEEPAK PANDEY,MALE,30,GENERAL,MCI,Flute,107,0,107,0.08,0.05,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,9,JAGDISH KUMAR GARG,MALE,49,GENERAL,IND,Black board,74,0,74,0.06,0.04,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,10,VIMAL KUMAR SAXENA,MALE,65,GENERAL,IND,Balloon,69,0,69,0.05,0.03,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,11,NAMAHA,MALE,37,GENERAL,NCP,Clock,48,0,48,0.04,0.02,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,12,ANURAG KUMAR,MALE,26,GENERAL,IND,"Throwing a javelin",48,0,48,0.04,0.02,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,13,KUSUM LATA,FEMALE,55,SC,PPID,"Basket containing Fruits",44,2,46,0.04,0.02,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,14,ANIMA OJHA,FEMALE,37,GENERAL,RTORP,Pressure cooker,45,0,45,0.04,0.02,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,15,DANVEER VIDYALANKAR,MALE,42,GENERAL,RaNP,Chakki,41,0,41,0.03,0.02,125860,522,126382,61.08
58,LAXMI NAGAR,GENERAL,206920,16,ISMAIL,MALE,48,GENERAL,VOAP,Apple,32,0,32,0.03,0.02,125860,522,126382,61.08
59,VISHWAS NAGAR,GENERAL,204910,1,OM PRAKASH SHARMA,MALE,71,GENERAL,BJP,Lotus,71672,469,72141,57.7,35.21,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,2,DEEPAK SINGHAL,MALE,38,GENERAL,AAAP,Broom,46955,144,47099,37.67,22.99,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,3,RAJIV CHAUDHARY,MALE,57,GENERAL,INC,Hand,3576,51,3627,2.9,1.77,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,4,NOTA,,,NOTA,NOTA,1042,5,1047,0.84,0.51,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,5,RAJESH KUMAR YADAV,MALE,37,GENERAL,BSP,Elephant,436,7,443,0.35,0.22,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,6,BHAWANA BOTHRA,FEMALE,49,GENERAL,VJSP,Auto-rickshaw,217,0,217,0.17,0.11,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,7,GURMEET SINGH,MALE,25,SC,JMBP,Flute,161,0,161,0.13,0.08,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,8,PARAG JAIN,MALE,49,GENERAL,AADMPRVTNP,Battery Torch,142,0,142,0.11,0.07,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,9,DEEPAK KUMAR,MALE,49,SC,BHRTAJAP,Almirah,47,2,49,0.04,0.02,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,10,NEELAM SINGH,MALE,60,GENERAL,PPID,"Basket containing Fruits",49,0,49,0.04,0.02,124344,678,125022,61.01
59,VISHWAS NAGAR,GENERAL,204910,11,ANIL KUMAR,MALE,32,GENERAL,NYP,Belt,47,0,47,0.04,0.02,124344,678,125022,61.01
60,KRISHNA NAGAR,GENERAL,223266,1,DR ANIL GOYAL,MALE,67,GENERAL,BJP,Lotus,75623,299,75922,52.94,34.01,142960,445,143405,64.23
60,KRISHNA NAGAR,GENERAL,223266,2,VIKAS BAGGA CA,MALE,44,GENERAL,AAAP,Broom,56332,92,56424,39.35,25.27,142960,445,143405,64.23
60,KRISHNA NAGAR,GENERAL,223266,3,GURCHARAN SINGH (RAJU),MALE,59,GENERAL,INC,Hand,9356,37,9393,6.55,4.21,142960,445,143405,64.23
60,KRISHNA NAGAR,GENERAL,223266,4,NOTA,,,NOTA,NOTA,687,9,696,0.49,0.31,142960,445,143405,64.23
60,KRISHNA NAGAR,GENERAL,223266,5,AMAR SINGH,MALE,61,SC,BSP,Elephant,544,8,552,0.38,0.25,142960,445,143405,64.23
60,KRISHNA NAGAR,GENERAL,223266,6,VINOD KAPOOR,MALE,52,GENERAL,IND,Battery Torch,191,0,191,0.13,0.09,142960,445,143405,64.23
60,KRISHNA NAGAR,GENERAL,223266,7,POONAM MAINI,FEMALE,49,GENERAL,NYP,Belt,131,0,131,0.09,0.06,142960,445,143405,64.23
60,KRISHNA NAGAR,GENERAL,223266,8,VIDHAYAK VIRENDRA PRADHAN GURJAR,MALE,45,GENERAL,SMBSP,Sofa,96,0,96,0.07,0.04,142960,445,143405,64.23
61,GANDHI NAGAR,GENERAL,172366,1,ARVINDER SINGH LOVELY,MALE,56,GENERAL,BJP,Lotus,56665,193,56858,53.94,32.99,105140,264,105404,61.15
61,GANDHI NAGAR,GENERAL,172366,2,NAVEEN CHAUDHARY (DEEPU),MALE,60,GENERAL,AAAP,Broom,44059,51,44110,41.85,25.59,105140,264,105404,61.15
61,GANDHI NAGAR,GENERAL,172366,3,KAMAL ARORA (DABBU),MALE,52,GENERAL,INC,Hand,3433,20,3453,3.28,2,105140,264,105404,61.15
61,GANDHI NAGAR,GENERAL,172366,4,NOTA,,,NOTA,NOTA,402,0,402,0.38,0.23,105140,264,105404,61.15
61,GANDHI NAGAR,GENERAL,172366,5,TIKRAJ SINGH,MALE,43,SC,BSP,Elephant,235,0,235,0.22,0.14,105140,264,105404,61.15
61,GANDHI NAGAR,GENERAL,172366,6,PAWAN CHOUDHRY,MALE,41,GENERAL,JJSP,Green chilli,190,0,190,0.18,0.11,105140,264,105404,61.15
61,GANDHI NAGAR,GENERAL,172366,7,GULFAM,MALE,50,GENERAL,IND,Battery Torch,156,0,156,0.15,0.09,105140,264,105404,61.15
62,SHAHDARA,GENERAL,201435,1,SANJAY GOYAL,MALE,56,GENERAL,BJP,Lotus,62477,311,62788,49.63,31.17,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,2,JITENDER SINGH SHUNTY,MALE,62,GENERAL,AAAP,Broom,57449,161,57610,45.54,28.6,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,3,JAGAT SINGH,MALE,52,GENERAL,INC,Hand,3834,28,3862,3.05,1.92,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,4,DHARMINDRA KUMAR KAIM,MALE,45,SC,BSP,Elephant,586,10,596,0.47,0.3,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,5,VINAY CHAUDHARI,MALE,44,GENERAL,IND,Balloon,577,2,579,0.46,0.29,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,6,NOTA,,,NOTA,NOTA,555,3,558,0.44,0.28,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,7,NITIN GARG,MALE,49,GENERAL,AADMPRVTNP,Battery Torch,181,1,182,0.14,0.09,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,8,KAMAL KISHORE,MALE,39,SC,NYP,Belt,145,0,145,0.11,0.07,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,9,ASHOK SURANA,MALE,50,GENERAL,IND,CCTV Camera,87,0,87,0.07,0.04,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,10,RAJENDRA KUMAR PAL,MALE,56,GENERAL,NCP,Clock,58,0,58,0.05,0.03,126001,516,126517,62.81
62,SHAHDARA,GENERAL,201435,11,DILIP BANERJEE,MALE,48,GENERAL,IND,Auto-rickshaw,52,0,52,0.04,0.03,126001,516,126517,62.81
63,SEEMAPURI,SC,209320,1,VEER SINGH DHINGAN,MALE,71,SC,AAAP,Broom,66186,167,66353,48.45,31.7,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,2,KU. RINKU,FEMALE,50,SC,BJP,Lotus,55766,219,55985,40.88,26.75,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,3,RAJESH LILOTHIA,MALE,59,SC,INC,Hand,11788,35,11823,8.63,5.65,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,4,MANOJ,MALE,42,SC,BSP,Elephant,855,12,867,0.63,0.41,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,5,ANIL KUMAR,MALE,34,SC,ASPKR,Kettle,650,4,654,0.48,0.31,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,6,NOTA,,,NOTA,NOTA,453,5,458,0.33,0.22,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,7,AJAY KUMAR,MALE,34,SC,PPID,"Basket containing Fruits",276,1,277,0.2,0.13,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,8,SAROJ BALA,FEMALE,51,SC,SWAJANPA,Swing,163,0,163,0.12,0.08,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,9,ASHISH KUMAR,MALE,29,SC,IND,Bat,158,0,158,0.12,0.08,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,10,RAJESH KUMAR LOHIYA,MALE,52,SC,NCP,Clock,110,0,110,0.08,0.05,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,11,CHARAN SINGH MALIYAN,MALE,62,SC,RTORP,Pressure cooker,58,0,58,0.04,0.03,136513,444,136957,65.43
63,SEEMAPURI,SC,209320,12,RAJESH,FEMALE,33,SC,BSKP,Gas cylinder,50,1,51,0.04,0.02,136513,444,136957,65.43
64,ROHTAS NAGAR,GENERAL,219836,1,JITENDER MAHAJAN,MALE,55,GENERAL,BJP,Lotus,82299,597,82896,57.44,37.71,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,2,SARITA SINGH,FEMALE,38,GENERAL,AAAP,Broom,54803,191,54994,38.11,25.02,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,3,SURESHVATI,FEMALE,62,GENERAL,INC,Hand,3604,35,3639,2.52,1.66,143463,854,144317,65.65
64,ROHTAS NAGAR,GENERAL,219836,4,ASHOK KUMAR,MALE,67,GENERAL,BSP,Elephant,930,23,953,0.66,0.43,143463,854,144317,65.65
